N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA,PALABRAS_CLAVES
8691,7010494,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,COMPLEJO VIRUS VECTORES EN PIMIENTOS DINAMICA POBLACIONAL DE LOS INSECTOS VECTORES INCIDENCIA DE VIRUS Y EVALUACION DE ESTRATEGIAS DE CONTROL PARA LA IV REGION,CIENCIAS AGRICOLAS,HORTICULTURA,AGRONOMIA,24,PERSONA NATURAL,PAULINA SOLEDAD SEPULVEDA RAMIREZ,MUJER,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS (INIA),RM,REGION METROPOLITANA DE SANTIAGO,1110,NA,Miles de pesos (M$),SIN INFORMACION
8692,7010511,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,ERGODIC SEPARATION TO CHARACTERIZE J ISING SPIN-GLASSES AND THEIR PROPERTIES,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,36,PERSONA NATURAL,SERGIO JOSE CONTRERAS MUNOZ,HOMBRE,UNIVERSIDAD DE LA FRONTERA,SUR,REGION DE LA ARAUCANIA,4260,NA,Miles de pesos (M$),SIN INFORMACION
8693,7010514,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,PERSONALIDAD Y PSICOPATOLOGIA EN ADOLESCENTES PERFILES DIFERENCIALES EN TRES MUESTRAS CHILENAS Y ESTUDIO DE VALIDEZ TRASCULTURAL DE LOS INSTRUMENTOS UTILIZADOS,CIENCIAS SOCIALES,PSICOLOGIA,SICOLOGIA,36,PERSONA NATURAL,EUGENIA VERONICA VINET REICHHARDT,MUJER,UNIVERSIDAD DE LA FRONTERA,SUR,REGION DE LA ARAUCANIA,2888,NA,Miles de pesos (M$),SIN INFORMACION
8694,7010532,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,DISENO Y CONSTRUCCION DE UN CORRELADOR OPTICO MULTICANAL. UNA APLICACION AL RECONOCIMIENTO OPTICO INVARIANTE Y SIMULTANEO DE FORMAS ANTE DESENFOQUES,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,36,PERSONA NATURAL,ASTICIO JUNIOR VARGAS VASQUEZ,HOMBRE,UNIVERSIDAD DE LA FRONTERA,SUR,REGION DE LA ARAUCANIA,5025,NA,Miles de pesos (M$),SIN INFORMACION
8695,7010548,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,HIGH-RESOLUTION ELLIPSOMETRY ON FILMS OF LONG-CHAIN MOLECULES AND MANOCLUSTERS AND MAGNETO-OPTICAL KERR (SMOKE) MEASUREMENTS ON THIN MAGNETIC FILMS AND NANOPARTICLES,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,48,PERSONA NATURAL,ULRICH GEORG VOLKMANN,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,6800,NA,Miles de pesos (M$),SIN INFORMACION
8696,7010559,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,INDICE GLICEMICO DE DIETAS HABITUALES COMO DETERMINANTE DE LA OXIDACION DE SUSTRATOS Y EL PERFIL HORMONAL EN MUJERES OBESAS,CIENCIAS MEDICAS Y DE LA SALUD,ENFERMEDADES DE LA NUTRICION Y ENDOCRINO,MEDICINA 2,24,PERSONA NATURAL,ERIK OSVALDO DIAZ BUSTOS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,1230,NA,Miles de pesos (M$),SIN INFORMACION
8697,7010569,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,INFLUENCIAS DEL RUIDO EN LA COMUNICACION ACUSTICA DE ANFIBIOS,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA BIOLOGIA,BIOLOGIA 1,36,PERSONA NATURAL,MARIO CLAUDIO PENNA VARELA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3075,NA,Miles de pesos (M$),SIN INFORMACION
8698,7010572,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,ORIGEN PRECOZ DE FACTORES DE RIESGO DE ENFERMEDADES CARDIOVASCULARES EN ADULTOS JOVENES UN ESTUDIO EPIDEMIOLOGICO.,CIENCIAS MEDICAS Y DE LA SALUD,HIGIENE Y SALUD PUBLICA (EPIDEMIOLOGIA,MEDICINA 2,36,PERSONA NATURAL,PATRICIA BUSTOS MUNOZ,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3172,NA,Miles de pesos (M$),SIN INFORMACION
8699,7010593,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,UNION SOVIETICA Y CHILE EN LOS ANOS DE LA GUERRA FRIA. EL IMPACTO DEL CONFLICTO GLOBAL EN TORNO AL COMUNISMO EN LOS ACTORES POLITICOS NACIONALES (1947-1991).,HUMANIDADES,HISTORIA DE CHILE,HISTORIA,48,PERSONA NATURAL,OLGA ULIANOVA,MUJER,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,2640,NA,Miles de pesos (M$),SIN INFORMACION
8700,7010596,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,NON-PERTURBATIVE METHODS IN QUANTUM FIELD THEORY,CIENCIAS NATURALES,ASTRONOMIA COSMOLOGIA Y PARTICULAS,ASTRON.COSMOL.Y PAR,48,PERSONA NATURAL,JORGE FELIPE GAMBOA RIOS,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,6500,NA,Miles de pesos (M$),SIN INFORMACION
8701,7010623,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,"ESTUDIO DE LA EXPRESION GLOBAL DEL GENOMA DE ACIDITHIOBACILLUS FERROOXIDANS ( ANTERIORMENTE LLAMADO THIOBACILLUS FERROOXIDANS ) USANDO ""MICROARRAY"" ANALISIS.",CIENCIAS NATURALES,BIOLOGIA MOLECULAR,BIOLOGIA 3,48,PERSONA NATURAL,DAVID SALWAY HOLMES,HOMBRE,UNIVERSIDAD ANDRES BELLO,RM,REGION METROPOLITANA DE SANTIAGO,6800,NA,Miles de pesos (M$),SIN INFORMACION
8702,7010636,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,ADAPTACIONES FISIOLOGICAS Y MOLECULARES DE LA CIRCULACION PULMONAR A LA HIPOXIA EN EL RECIEN NACIDO DE LLAMA. RESULTADO DE UNA HISTORIA DE EXPOSICION A LAS GRANDES ALTITUDES  EN EL ALTIPLANO ANDINO,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,48,PERSONA NATURAL,JORGE ANIBAL LLANOS MANSILLA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,5100,NA,Miles de pesos (M$),SIN INFORMACION
8703,7010649,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,APLICACIONES Y DESARROLLO DE LA TEORIA DEL FUNCIONAL DE LA DENSIDAD EN QUIMICA,CIENCIAS NATURALES,FISICO-QUIMICA,QUIMICA,48,PERSONA NATURAL,PATRICIO ARMANDO FUENTEALBA ROSAS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,6150,NA,Miles de pesos (M$),SIN INFORMACION
8704,7010673,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,UTILIZACION DE BACTERIAS LACTICAS COMO VEHICULOS PARA LA EXPRESION DE PEPTIDOS FUNCIONALES EN EL TUBO DIGESTIVO,CIENCIAS MEDICAS Y DE LA SALUD,GASTROENTEROLOGIA FISIOLOGIA DIGESTIVA,MEDICINA 1,48,PERSONA NATURAL,MARTIN MARIE BRUNO GOTTELAND ROUSSEL,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3880,NA,Miles de pesos (M$),SIN INFORMACION
8705,7010675,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,MAXIMAL REGULARITY FOR LINEAR EVOLUTIONARY INTEGRAL EQUATIONS IN SPACES OF VECTOR-VALUED FUNCTIONS,CIENCIAS NATURALES,ANALISIS,MATEMATICAS,48,PERSONA NATURAL,CARLOS ENRIQUE LIZAMA YAÑEZ,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,6800,NA,Miles de pesos (M$),SIN INFORMACION
8706,7010692,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,ERRORES EN LA MEDICION DEL GASTO ENERGETICO CON AGUA DOBLEMENTE MARCADA EN PREESCOLARES CHILENOS,CIENCIAS MEDICAS Y DE LA SALUD,HIGIENE Y SALUD PUBLICA (EPIDEMIOLOGIA,MEDICINA 2,24,PERSONA NATURAL,FERNANDO TOMAS VIO DEL RIO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,1625,NA,Miles de pesos (M$),SIN INFORMACION
8707,7010701,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,CARACTERIZACION TEORICA DE LA REACTIVIDAD DE MACROCICLOS DE METALES DE TRANSICION EN PROCESOS DE TRANSFERENCIA DE CARGA,CIENCIAS NATURALES,FISICO-QUIMICA,QUIMICA,24,PERSONA NATURAL,GLORIA INES CARDENAS JIRON,MUJER,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3322,NA,Miles de pesos (M$),SIN INFORMACION
8708,7010703,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,ESTUDIO DE LOS MECANISMOS MOLECULARES DE LA TRANSICION EPITELIOMESENQUIMA EN LA PROGRESION TUMORAL,CIENCIAS NATURALES,BIOLOGIA CELULAR,BIOLOGIA 2,36,PERSONA NATURAL,JORGE MARTINEZ WINKLER,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,4500,NA,Miles de pesos (M$),SIN INFORMACION
8709,7010727,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,ANALISIS DEL ORIGEN Y DE ASPECTOS MORFOFUNCIONALES DEL GENOMA DE LA PRIMERA ESPECIE TETRAPLOIDE DESCRITA EN MAMIFEROS (T.BARRERAERODENTIAOCTODONTIDAE).,CIENCIAS NATURALES,GENETICA Y EVOLUCION,BIOLOGIA 1,48,PERSONA NATURAL,MILTON HERMES GALLARDO NARCISI,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGION DE LOS RIOS,3130,NA,Miles de pesos (M$),SIN INFORMACION
8710,7010729,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,EFECTO IN VITRO DE LOS RADICALES LIBRES DE OXIGENO GENERADOS POR LEUCOCITOS ACTIVADOS EN PRESENCIA DE BACTERIAS SOBRE LA FUNCION DEL ESPERMATOZOIDE HUMANO,CIENCIAS MEDICAS Y DE LA SALUD,GINECOLOGIA OBSTETRICIA Y REPRODUCCION,MEDICINA 1,36,PERSONA NATURAL,RAUL SEGUNDO SANCHEZ GUTIERREZ,HOMBRE,UNIVERSIDAD DE LA FRONTERA,SUR,REGION DE LA ARAUCANIA,4500,NA,Miles de pesos (M$),SIN INFORMACION
8711,7010750,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2001,2001,2001,DESARROLLO DE METRICAS DINAMICAS DE CALIDAD DE SERVICIO EN SECTORES DE GENERACION-TRANSMISION Y SU EVALUACION ECONOMICA,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA (INC POTENCIA),INGENIERIA 2,24,PERSONA NATURAL,SEBASTIAN RIOS MARCUELLO,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3400,NA,Miles de pesos (M$),SIN INFORMACION
