N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA
42292,CON203020006,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"HACIA UN DIAGNOSTICO Y FORTALECIMIENTO DE LAS ARTES, HUMANIDADES Y CIENCIAS SOCIALES EN LA UNIVERSIDAD DE LA FRONTERA",HUMANIDADES,NA,NA,10,PERSONA JURIDICA,CAROLINA NAVARRETE GONZALEZ,MUJER,UNIVERSIDAD DE LA FRONTERA,SUR,REGIÓN DE LA ARAUCANÍA,60195,NA,Miles de pesos (M$)
42293,CON203020007,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"CONSORCIO UDP-UA MASSI: FORTALECIENDO LAS AHYCCSS Y SU IMPACTO SOCIAL, CULTURAL Y PUBLICO EN LOS TERRITORIOS A TRAVES DE UN ENFOQUE MULTIESCALAR.",CIENCIAS SOCIALES,NA,NA,10,PERSONA JURIDICA,MAITE DE CEA PE,MUJER,UNIVERSIDAD DIEGO PORTALES,RM,REGIÓN METROPOLITANA DE SANTIAGO,94975,NA,Miles de pesos (M$)
42294,CON203020004,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"INTERDISCIPLINA E INNOVACION PARA LA TRANSFORMACION SOCIAL: ARTICULACION DE LAS CIENCIAS SOCIALES, JURIDICAS Y HUMANIDADES EN USACH-UCN 2030.",CIENCIAS SOCIALES,NA,NA,10,PERSONA JURIDICA,CRISTINA MOYANO BARAHONA,MUJER,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,95195,NA,Miles de pesos (M$)
42295,CON203020001,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,CONOCIMIENTO 2030: DESARROLLANDO CAPACIDADES PARA COMPRENDER LA REGION DE ATACAMA Y SUS HABITANTES.,CIENCIAS SOCIALES,NA,NA,10,PERSONA JURIDICA,MARIA JOSE GALLARDO NELSON,MUJER,UNIVERSIDAD DE ATACAMA,NORTE,REGIÓN DE ATACAMA,60011,NA,Miles de pesos (M$)
42296,CON203020015,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,ABRIR Y TRANSFORMAR LAS CIENCIAS SOCIALES: DISEÑO DE UN PLAN ESTRATEGICO PARA LA UNIVERSIDAD DE CONCEPCION,CIENCIAS SOCIALES,NA,NA,10,PERSONA JURIDICA,XENIA FUSTER FARFAN,MUJER,UNIVERSIDAD DE CONCEPCION,CENTRO SUR,REGIÓN DEL BIOBÍO,60195,NA,Miles de pesos (M$)
42297,CON203020005,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"CONOCIMIENTOS EN DIALOGO DESDE EL SUR AUSTRAL. DIAGNOSTICO INSTITUCIONAL PARA LA TRANSFORMACION DE LAS HUMANIDADES, ARTES Y CIENCIAS SOCIALES EN LA UNIVERSIDAD AUSTRAL DE CHILE, CONTRIBUYENDO A LOS DESAFIOS DEMOCRATICOS DEL PAIS.",HUMANIDADES,NA,NA,10,PERSONA JURIDICA,KAREN ALFARO MONSALVE,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,60195,NA,Miles de pesos (M$)
42298,CON203020010,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"CIENCIAS SOCIALES, HUMANIDADES Y ARTES PARA UN NUEVO MODELO DE DESARROLLO EN CHILE Y AMERICA LATINA.   


UNIVERSIDAD DE AYSEN-UNIVERSIDAD DE CHILE.",CIENCIAS SOCIALES,NA,NA,10,PERSONA JURIDICA,JOHANNA MADRIGAL CALDERON,MUJER,UNIVERSIDAD DE AYSEN,AUSTRAL,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,95195,NA,Miles de pesos (M$)
42299,CON203020014,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"NUEVOS DESAFIOS EN ARTES, HUMANIDADES Y CIENCIAS SOCIALES: DESARROLLO DE PLAN ESTRATEGICO PARA EL FORTALECIMIENTO INTER Y TRANSDISCIPLINARIO, CON PERSPECTIVA DE GENERO Y PERTINENCIA TERRITORIAL EN LA REGION DE LA ARAUCANIA",HUMANIDADES,NA,NA,10,PERSONA JURIDICA,INES RODRIGUEZ ARANEDA,MUJER,UNIVERSIDAD CATOLICA DE TEMUCO,SUR,REGIÓN DE LA ARAUCANÍA,59755,NA,Miles de pesos (M$)
42300,CON203020013,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"DISEÑO DE UN PLAN ESTRATEGICO PARA EL DESARROLLO DE LA INTERDISCIPLINA  EN LAS  ARTES Y HUMANIDADES DE LA PUCV COMO ENFOQUE FORMATIVO, DE GENERACION DE CONOCIMIENTOS Y DE VINCULACION DESDE EL ENTORNO REGIONAL.",HUMANIDADES,NA,NA,10,PERSONA JURIDICA,VIRGINIA IOMMI ECHEVERRIA,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,CENTRO,REGIÓN DE VALPARAÍSO,60195,NA,Miles de pesos (M$)
42301,CON203020003,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"HACIA UN PLAN ESTRATEGICO INTERDISCIPLINARIO PARA EL FORTALECIMIENTO Y CONSOLIDACION DE LAS ARTES, HUMANIDADES Y CIENCIAS SOCIALES EN EL TERRITORIO SUR AUSTRAL: UNA CONTRIBUCION A LA TRANSFORMACION CULTURAL, LA EQUIDAD DE GENERO Y EL DEBATE PUBLICO.",CIENCIAS SOCIALES,NA,NA,10,PERSONA JURIDICA,ALEXIS MEZA SANCHEZ,HOMBRE,UNIVERSIDAD DE LOS LAGOS,SUR,REGIÓN DE LOS LAGOS,60195,NA,Miles de pesos (M$)
42302,CON203020012,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,(CON) FLUENCIA: CONGREGANDO EL ECOSISTEMA REGIONAL EN EL DIAGNOSTICO Y CONSTRUCCION COLABORATIVA DEL PLAN ESTRATEGICO PARA EL FORTALECIMIENTO DE LAS CIENCIAS SOCIALES Y HUMANIDADES EN LA UCM,CIENCIAS SOCIALES,NA,NA,10,PERSONA JURIDICA,CLAUDIA CONCHA SALDIAS,MUJER,UNIVERSIDAD CATOLICA DEL MAULE,CENTRO SUR,REGIÓN DEL MAULE,60195,NA,Miles de pesos (M$)
42303,CON203020011,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"JAYMA. ALIANZA UTA-UC PARA LA TRANSFORMACION DE LAS AREAS DE LAS ARTES, HUMANIDADES Y CIENCIAS SOCIALES, SU DESARROLLO E INNOVACION, TEJIENDO VINCULOS CON LA COMUNIDAD EN LOS NEXOS PUBLICO-PRIVADO, CULTURAL, ARTISTICO Y SOCIOMEDIOAMBIENTAL.",HUMANIDADES,NA,NA,10,PERSONA JURIDICA,JENNIFFER PERALTA MONTECINOS,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,REGIÓN DE ARICA Y PARINACOTA,95195,NA,Miles de pesos (M$)
42304,CON203020019,"REDES, ESTRATEGIA Y CONOCIMIENTO",SREC,CONOCIMIENTOS_E1,CONOCIMIENTOS 2030 ETAPA 1,2022,2023,"CONSORCIO DEL VALLE CENTRAL DE CHILE: UNA PROPUESTA TERRITORIAL, REGIONAL Y ESTATAL PARA LA INNOVACION, DESARROLLO Y FORTALECIMIENTO DE LAS ARTES, HUMANIDADES Y CIENCIAS SOCIALES",CIENCIAS SOCIALES,NA,NA,10,PERSONA JURIDICA,ISMAEL GALLARDO CUADRA,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,95195,NA,Miles de pesos (M$)
42360,CAS220015,"REDES, ESTRATEGIA Y CONOCIMIENTO",ASTRONOMIA,FONDO CAS,FONDO CAS-ANID 2022,2022,2023,THE COMPACT GROUPS PROJECT: FROM GALAXY EVOLUTION TO LARGE-SCALE ENVIRONMENTS,CIENCIAS NATURALES,NA,NA,24,PERSONA NATURAL,MARIA TAVERNA,MUJER,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGIÓN DE VALPARAÍSO,59200,NA,Miles de pesos (M$)
42408,CAS220010,"REDES, ESTRATEGIA Y CONOCIMIENTO",ASTRONOMIA,FONDO CAS,FONDO CAS-ANID 2022,2022,2023,"PREDICTING THE OBSERVABILITY OF EMISSION FEATURES AROUND


SUPERMASSIVE BLACK HOLES IN NEARBY AGN WITH CURRENT (EHT) AND FUTURE VLBI PROBES (NG-EHT).",CIENCIAS NATURALES,NA,NA,24,PERSONA NATURAL,BIDISHA BANDYOPADHYAY,MUJER,UNIVERSIDAD DE CONCEPCION,CENTRO SUR,REGIÓN DEL BIOBÍO,56300,NA,Miles de pesos (M$)
42439,CAS220003,"REDES, ESTRATEGIA Y CONOCIMIENTO",ASTRONOMIA,FONDO CAS,FONDO CAS-ANID 2022,2022,2023,"AN ALMA 1.3 MM AND 3 MM SURVEY OF COMPACT/ ULTRA COMPACT HII REGIONS: RESOLVING IONIZATION FEEDBACK ON


SURROUNDING ISM AND STAR FORMATION",CIENCIAS NATURALES,NA,NA,24,PERSONA NATURAL,SIJU ZHANG,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,56200,NA,Miles de pesos (M$)
42440,CAS220008,"REDES, ESTRATEGIA Y CONOCIMIENTO",ASTRONOMIA,FONDO CAS,FONDO CAS-ANID 2022,2022,2023,LONG-TERM MAGNETIC EVOLUTION IN NEUTRON STARS,CIENCIAS NATURALES,NA,NA,24,PERSONA NATURAL,FRANCISCO CASTILLO ANDAHUR,HOMBRE,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,RM,REGIÓN METROPOLITANA DE SANTIAGO,56200,NA,Miles de pesos (M$)
42441,CAS220016,"REDES, ESTRATEGIA Y CONOCIMIENTO",ASTRONOMIA,FONDO CAS,FONDO CAS-ANID 2022,2022,2023,"SEARCHING FOR LOW-IONIZATION RELATIVISTIC OUTFLOWS, AND THEIR IMPORTANT ROLE IN THE EVOLUTION OF GALAXIES",CIENCIAS NATURALES,NA,NA,24,PERSONA NATURAL,ROBERTO SERAFINELLI,HOMBRE,UNIVERSIDAD DIEGO PORTALES,RM,REGIÓN METROPOLITANA DE SANTIAGO,59200,NA,Miles de pesos (M$)
42442,DFG220004,"REDES, ESTRATEGIA Y CONOCIMIENTO",PCI,INVESTIGACION CONJUNTA DFG ALEMANIA,PROYECTOS DE INVESTIGACION ANID-DFG ALEMANIA 2022,2022,2023,WEAR-RESISTANT THIN FILM-BASED TRIBOELECTRIC NANOGENERATORS FOR SELF-POWERED SENSING,INGENIERIA Y TECNOLOGIA,NA,NA,36,PERSONA NATURAL,MARIAN MAX,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,105000,NA,Miles de pesos (M$)
42443,DFG220011,"REDES, ESTRATEGIA Y CONOCIMIENTO",PCI,INVESTIGACION CONJUNTA DFG ALEMANIA,PROYECTOS DE INVESTIGACION ANID-DFG ALEMANIA 2022,2022,2023,GRADUAL ABSTRACT INTERPRETATION,CIENCIAS NATURALES,NA,NA,36,PERSONA NATURAL,MATIAS TORO IPINZA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,105000,NA,Miles de pesos (M$)
42444,DFG220012,"REDES, ESTRATEGIA Y CONOCIMIENTO",PCI,INVESTIGACION CONJUNTA DFG ALEMANIA,PROYECTOS DE INVESTIGACION ANID-DFG ALEMANIA 2022,2022,2023,ELECTRICALLY CONTROLLED PROCESSES ON SEMICONDUCTOR-GAS INTERFACES FOR POWER TO FUEL TECHNOLOGIES,INGENIERIA Y TECNOLOGIA,NA,NA,36,PERSONA NATURAL,VICTOR FUENZALIDA ESCOBAR,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,105000,NA,Miles de pesos (M$)
42445,DFG220014,"REDES, ESTRATEGIA Y CONOCIMIENTO",PCI,INVESTIGACION CONJUNTA DFG ALEMANIA,PROYECTOS DE INVESTIGACION ANID-DFG ALEMANIA 2022,2022,2023,ROBUST TRANSMISSION GRID PLANNING UNDER A CHANGING CLIMATE: HIGH-RESOLUTION MODELS AND EFFICIENT OPTIMIZATION METHODS,INGENIERIA Y TECNOLOGIA,NA,NA,36,PERSONA NATURAL,ANGELA FLORES QUIROZ,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,105000,NA,Miles de pesos (M$)
42446,DFG220021,"REDES, ESTRATEGIA Y CONOCIMIENTO",PCI,INVESTIGACION CONJUNTA DFG ALEMANIA,PROYECTOS DE INVESTIGACION ANID-DFG ALEMANIA 2022,2022,2023,BINARY NEURAL NETWORKS FOR MODULAR MULTILEVEL CASCADE CONVERTERS,INGENIERIA Y TECNOLOGIA,NA,NA,36,PERSONA NATURAL,FELIX ROJAS LOBOS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,105000,NA,Miles de pesos (M$)
42484,AIM23-0003,CENTROS E INVESTIGACION ASOCIATIVA,NA,APOYO A INSTITUTOS MILENIO,APOYO A INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS E INSTITUTOS MILENIO EN CIENCIAS SOCIALES 2023,2023,2024,INSTITUTO MILENIO DE OCEANOGRAFIA,CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,OSVALDO ULLOA QUIJADA,HOMBRE,NA,CENTRO SUR,REGIÓN DEL BIOBÍO,1E+06,NA,Miles de pesos (M$)
42485,AIM23-0001,CENTROS E INVESTIGACION ASOCIATIVA,NA,APOYO A INSTITUTOS MILENIO,APOYO A INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS E INSTITUTOS MILENIO EN CIENCIAS SOCIALES 2023,2023,2024,INSTITUTO MILENIO DE ASTROFÍSICA,CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,FRANCISCO FÖRSTER BURÓN,HOMBRE,NA,RM,REGIÓN METROPOLITANA DE SANTIAGO,1E+06,NA,Miles de pesos (M$)
42486,AIM23-0002,CENTROS E INVESTIGACION ASOCIATIVA,NA,APOYO A INSTITUTOS MILENIO,APOYO A INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS E INSTITUTOS MILENIO EN CIENCIAS SOCIALES 2023,2023,2024,INSTITUTO MILENIO PARA LA INVESTIGACIÓN EN DEPRESIÓN Y PERSONALIDAD,CIENCIAS SOCIALES,NA,NA,18,PERSONA JURIDICA,JUAN JIMÉNEZ DE LA JARA,HOMBRE,NA,CENTRO,REGIÓN DE VALPARAÍSO,5E+05,NA,Miles de pesos (M$)
42487,AIM23-0004,CENTROS E INVESTIGACION ASOCIATIVA,NA,APOYO A INSTITUTOS MILENIO,APOYO A INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS E INSTITUTOS MILENIO EN CIENCIAS SOCIALES 2023,2023,2024,INSTITUTO MILENIO PARA INVESTIGACIÓN EN IMPERFECCIONES DE MERCADO Y POLÍTICAS PÚBLICAS,CIENCIAS SOCIALES,NA,NA,18,PERSONA JURIDICA,JUAN ESCOBAR,HOMBRE,NA,RM,REGIÓN METROPOLITANA DE SANTIAGO,5E+05,NA,Miles de pesos (M$)
42488,ID24I10006,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,PLATAFORMA TECNOLÓGICA PARA LA APLICACIÓN DE DIAGNÓSTICO DE LA TRANSPARENCIA EN LOS PROCEDIMIENTOS ELECTRÓNICOS,INGENIERIA Y TECNOLOGIA,NA,CS SOCIALES Y EDUCACIÓN,24,PERSONA JURIDICA,JORGE HOCHSTETTER DIEZ,HOMBRE,UNIVERSIDAD DE LA FRONTERA,SUR,REGIÓN DE LA ARAUCANÍA,180371.52,NA,M$
42489,ID24I10007,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,SISTEMA DE OBSERVACIÓN Y CLASIFICACIÓN DE ESPECIES ACUÁTICAS UTILIZANDO INTELIGENCIA ARTIFICIAL (OCEAN-IA),CIENCIAS AGRICOLAS,NA,PESCA Y ACUICULTURA,24,PERSONA JURIDICA,DANTE QUEIROLO PALMA,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,CENTRO,REGIÓN DE VALPARAÍSO,227700,NA,M$
42490,ID24I10010,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,DISEÑO E IMPLEMENTACIÓN DE PROTOTIPO TECNOLÓGICO IOT/RENOVABLE CON ENFOQUE INTERCULTURAL PARA ESCUELAS RURALES INDÍGENAS,INGENIERIA Y TECNOLOGIA,NA,CS SOCIALES Y EDUCACIÓN,24,PERSONA JURIDICA,DORIS SAEZ HUEICHAPAN,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,227700,NA,M$
42491,ID24I10012,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,LA ZONA INTERMAREAL UNA GRAN OPORTUNIDAD PARA EL SUSTENTO Y DESARROLLO DE LA PESQUERÍA Y ACUICULTURA DE PEQUEÑA ESCALA,INGENIERIA Y TECNOLOGIA,NA,PESCA Y ACUICULTURA,24,PERSONA JURIDICA,BERNARDO ZAPATA NAVARRO,HOMBRE,FUNDACION MAREMAGNUM,SUR,REGIÓN DE LOS LAGOS,227700,NA,M$
42492,ID24I10019,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,"“REVALORIZACIÓN DE RESIDUO MACROALGAL, COMO BIOESTIMULANTE Y ACONDICIONADOR DE SUELO PARA EL DESARROLLO DE AGRICULTURA SOSTENIBLE EN ZONAS ÁRIDAS”",CIENCIAS NATURALES,NA,AGROPECUARIA,24,PERSONA JURIDICA,CLAUDIA BAVESTRELLO RIQUELME,MUJER,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS,CENTRO,REGIÓN DE COQUIMBO,226689.84,NA,M$
42493,ID24I10025,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,DESARROLLO DE NANOEMULSIONES PARA LA ENCAPSULACIÓN DE ASTAXANTINA CON POTENCIAL USO EN LA INDUSTRIA SALMONERA,CIENCIAS AGRICOLAS,NA,PESCA Y ACUICULTURA,24,PERSONA JURIDICA,ALEJANDRO VILLASANTE URQUIZA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,227700,NA,M$
42494,ID24I10027,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,"OBTENCIÓN DE UNA CEPA DE LEVADURA SOBREPRODUCTORA DE


ERGOSTEROL PARA SU USO EN LA PRODUCCIÓN DE PAN SUPLEMENTADO CON VITAMINA D",INGENIERIA Y TECNOLOGIA,NA,SALUD,24,PERSONA JURIDICA,EDUARDO KESSI PÉREZ,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,227700,NA,M$
42495,ID24I10028,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,EXTRACTO PROTEICO CON PROPIEDADES FUNCIONALES ORIGINADO A PARTIR DE MICROORGANISMOS RUMINALES EVALUADO EN DIETAS PARA JUVENILES DE SALMÓN DEL ATLÁNTICO,CIENCIAS AGRICOLAS,NA,PESCA Y ACUICULTURA,24,PERSONA JURIDICA,ALEJANDRO VELASQUEZ BRICEÑO,HOMBRE,UNIVERSIDAD CATÓLICA DE TEMUCO,SUR,REGIÓN DE LA ARAUCANÍA,208960.29,NA,M$
42496,ID24I10031,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,DESARROLLO DE ARRECIFES ARTIFICIALES USANDO RESIDUOS DE LA MITILICULTURA COMO SOLUCIÓN BASADA EN LA NATURALEZA PARA LA RESTAURACIÓN MARINA,CIENCIAS NATURALES,NA,PESCA Y ACUICULTURA,24,PERSONA JURIDICA,BEGONA PECENO  CAPILLA,MUJER,UNIVERSIDAD CATÓLICA DEL NORTE,CENTRO,REGIÓN DE VALPARAÍSO,227558.205,NA,M$
42497,ID24I10035,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,SISTEMA DE REMOCIÓN DE ARSÉNICO DESDE AGUAS NATURALES MEDIANTE PEROXI-ELECTROCOAGULACIÓN ACOPLADA CON ULTRASONIDO: CON FOCO EN EL DESARROLLO DE UN PROCESO EFICIENTE Y DE BAJO COSTO,INGENIERIA Y TECNOLOGIA,NA,MEDIOAMBIENTE,24,PERSONA JURIDICA,PAMELA LAZO ACUÑA,MUJER,UNIVERSIDAD DE VALPARAÍSO,CENTRO,REGIÓN DE VALPARAÍSO,199794.33,NA,M$
42498,ID24I10040,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,CARBONSINK-CHILE: EXPLORADOR PARA LA EVALUACIÓN DEL IMPACTO EN SUMIDEROS NATURALES DE CARBONO,CIENCIAS NATURALES,NA,MEDIOAMBIENTE,24,PERSONA JURIDICA,FELIPE DÍAZ ALVARADO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,227662.74,NA,M$
42499,ID24I10045,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,DESARROLLO DEL KIT PREARMADO IMMUNEREAD: IMPLEMENTANDO UN MÉTODO INNOVADOR PARA EL DIAGNÓSTICO PRECISO DE LA LEUCEMIA LINFOCÍTICA CRÓNICA,CIENCIAS MEDICAS Y DE LA SALUD,NA,SALUD,24,PERSONA JURIDICA,MARCELO NAVARRETE SIGNORILE,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,227120.4,NA,M$
42500,ID24I10049,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,"VALIDACIÓN PRECLÍNICA DE COMPUESTOS DE


SEGUNDA GENERACIÓN DERIVADOS DE CUMARINA, PARA EL TRATAMIENTO DE LA ENFERMEDAD DE PARKINSON IDIOPÁTICA",CIENCIAS MEDICAS Y DE LA SALUD,NA,SALUD,24,PERSONA JURIDICA,PAMELA URRUTIA VARGAS,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,227700,NA,M$
42501,ID24I10053,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,RECONSTRUCCIÓN DE TOMOGRAFÍAS COMPUTARIZADAS  CON BAJA DOSIS DE RADIACIÓN A TRAVÉS DE MODELOS GENERATIVOS ACELERADOS BASADOS EN TÉCNICAS DE DIFUSIÓN,INGENIERIA Y TECNOLOGIA,NA,SALUD,24,PERSONA JURIDICA,JOSE SAAVEDRA RONDO,HOMBRE,UNIVERSIDAD DE LOS ANDES,RM,REGIÓN METROPOLITANA DE SANTIAGO,227700,NA,M$
42502,ID24I10055,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,"VALORIZACIÓN DE RESIDUOS SÓLIDOS DE LA ACUICULTURA, MEDIANTE LA RECUPERACIÓN DE NUTRIENTES Y LA ELABORACIÓN DE UN FERTILIZANTE ORGÁNICO PARA LA HIDROPONÍA Y ACUIPONÍA CIRCULAR",CIENCIAS AGRICOLAS,NA,AGROPECUARIA,24,PERSONA JURIDICA,CONSTANZA JANA AYALA,MUJER,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS,CENTRO,REGIÓN DE COQUIMBO,227659.635,NA,M$
42503,ID24I10056,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,"DESARROLLO Y APLICACIÓN DE UN SOFTWARE BASADO EN INTELIGENCIA ARTIFICIAL 


PARA LA OPTIMIZACIÓN DE TRONADURA Y PLANIFICACIÓN EN MINERÍA SUBTERRÁNEA",INGENIERIA Y TECNOLOGIA,NA,MINERÍA,24,PERSONA JURIDICA,ASIEH HEKMAT,MUJER,UNIVERSIDAD DE CONCEPCIÓN,CENTRO SUR,REGIÓN DEL BIOBÍO,227658.6,NA,M$
42504,ID24I10057,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,"SISTEMA DE MONITORIZACIÓN MULTIPARÁMETROS PARA 


SEDACIÓN DE PACIENTES CRÍTICOS EN UCI





(ROMANTIC: MULTIPARAMETER MONITORING SYSTEM FOR SEDATION IN THE ICU)",CIENCIAS MEDICAS Y DE LA SALUD,NA,SALUD,24,PERSONA JURIDICA,JUAN  PEDEMONTE TREWHELA,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,227700,NA,M$
42505,ID24I10060,INVESTIGACION APLICADA,NA,IDEA - I+D,IDEA I+D 2024 (+TEMÁTICOS),2023,2024,"BIOSMARTFILM: NUEVO FILM EXTRUIDO, COMPOSTABLE Y FUNCIONAL A PARTIR DE ALMIDÓN MODIFICADO, BIOPLÁSTICOS Y EXTRACTOS DE SUBPRODUCTOS DE LA INDUSTRIA DE ACEITE DE OLIVA COMO ALTERNATIVA SUSTENTABLE DEL ENVASADO DE POLLO FRESCO REFRIGERADO.",INGENIERIA Y TECNOLOGIA,NA,MANUFACTURA,24,PERSONA JURIDICA,JOHANNA CASTAÑO AGUDELO,MUJER,UNIVERSIDAD DE CONCEPCIÓN,CENTRO SUR,REGIÓN DEL BIOBÍO,227628.585,NA,M$
